PUB ID,Publication Year,Author List,Title,Journal,DOI,Url
PUB146,2021,"Okazaki, Satoshi; Otsuka, Ikuo; Shinko, Yutaka; Horai, Tadasu; Hirata, Takashi; Yamaki, Naruhisa; Sora, Ichiro; Hishimoto, Akitoyo",Epigenetic Clock Analysis in Children With Fetal Alcohol Spectrum Disorder,Alcoholism: Clinical and Experimental Research,10.1111/acer.14532,https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.14532
PUB147,2022,"Nishitani, Shota; Kasaba, Ryoko; Hiraoka, Daiki; Shimada, Koji; Fujisawa, Takashi X.; Okazawa, Hidehiko; Tomoda, Akemi",Epigenetic Clock Deceleration and Maternal Reproductive Efforts: Associations With Increasing Gray Matter Volume of the Precuneus,Frontiers in Genetics,10.3389/fgene.2022.803584,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2022.803584
PUB148,2021,"Franzen, Julia; NÅchtern, Selina; Tharmapalan, Vithurithra; Vieri, Margherita; Nikoli?, Milo?; Han, Yang; Balfanz, Paul; Marx, Nikolaus; Dreher, Michael; BrÅmmendorf, Tim H.; Dahl, Edgar; Beier, Fabian; Wagner, Wolfgang",Epigenetic Clocks Are Not Accelerated in COVID-19 Patients,International Journal of Molecular Sciences,10.3390/ijms22179306,https://www.mdpi.com/1422-0067/22/17/9306
PUB150,2022,"Gadd, Danni A; Hillary, Robert F; McCartney, Daniel L; Zaghlool, Shaza B; Stevenson, Anna J; Cheng, Yipeng; Fawns-Ritchie, Chloe; Nangle, Cliff; Campbell, Archie; Flaig, Robin; Harris, Sarah E; Walker, Rosie M; Shi, Liu; Tucker-Drob, Elliot M; Gieger, Christian; Peters, Annette; Waldenberger, Melanie; Graumann, Johannes; McRae, Allan F; Deary, Ian J; Porteous, David J; Hayward, Caroline; Visscher, Peter M; Cox, Simon R; Evans, Kathryn L; McIntosh, Andrew M; Suhre, Karsten; Marioni, Riccardo E",Epigenetic scores for the circulating proteome as tools for disease prediction,eLife,10.7554/eLife.71802,https://doi.org/10.7554/eLife.71802
PUB151,2022,"de Krijger, Manon; Hageman, Ishtu L.; Li Yim, Andrew Y. F.; Verhoeff, Jan; Garcia Vallejo, Juan J.; van Hamersveld, Patricia H. P.; Levin, Evgeni; Hakvoort, Theodorus B. M.; Wildenberg, Manon E.; Henneman, Peter; Ponsioen, Cyriel Y.; de Jonge, Wouter J.",Epigenetic Signatures Discriminate Patients With Primary Sclerosing Cholangitis and Ulcerative Colitis From Patients With Ulcerative Colitis,Frontiers in Immunology,10.3389/fimmu.2022.840935,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.840935
PUB152,2022,"Ammous, Farah; Zhao, Wei; Lin, Lisha; Ratliff, Scott M.; Mosley, Thomas H.; Bielak, Lawrence F.; Zhou, Xiang; Peyser, Patricia A.; Kardia, Sharon L. R.; Smith, Jennifer A.",Epigenetics of single-site and multi-site atherosclerosis in African Americans from the Genetic Epidemiology Network of Arteriopathy (GENOA),Clinical Epigenetics,10.1186/s13148-022-01229-3,https://doi.org/10.1186/s13148-022-01229-3
PUB153,2022,"Shu, Chang; Jaffe, Andrew E.; Sabunciyan, Sarven; Ji, Hongkai; Astemborski, Jacquie; Sun, Jing; Bakulski, Kelly M.; Sosnowski, David W.; Mehta, Shruti H.; Kirk, Gregory D.; Maher, Brion S.",Epigenome-wide association analyses of active injection drug use,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2022.109431,https://www.sciencedirect.com/science/article/pii/S0376871622001685
PUB154,2022,"Cardenas, Andres; Ecker, Simone; Fadadu, Raj P.; Huen, Karen; Orozco, Allan; McEwen, Lisa M.; Engelbrecht, Hannah-Ruth; Gladish, Nicole; Kobor, Michael S.; Rosero-Bixby, Luis; Dow, William H.; Rehkopf, David H.",Epigenome-wide association study and epigenetic age acceleration associated with cigarette smoking among Costa Rican adults,Scientific Reports,10.1038/s41598-022-08160-w,https://www.nature.com/articles/s41598-022-08160-w
PUB155,2022,"Wang, Xuting; Cho, Hye-Youn; Campbell, Michelle R.; Panduri, Vijayalakshmi; Coviello, Silvina; Caballero, Mauricio T.; Sambandan, Deepa; Kleeberger, Steven R.; Polack, Fernando P.; Ofman, Gaston; Bell, Douglas A.",Epigenome-wide association study of bronchopulmonary dysplasia in preterm infants: results from the discovery-BPD program,Clinical Epigenetics,10.1186/s13148-022-01272-0,https://doi.org/10.1186/s13148-022-01272-0
PUB156,2022,"Antoun, Elie; Garratt, Emma S.; Taddei, Andrea; Burton, Mark A.; Barton, Sheila J.; Titcombe, Phil; Westbury, Leo D.; Baczynska, Alicia; Migliavacca, Eugenia; Feige, Jerome N.; Sydall, Holly E.; Dennison, Elaine; Dodds, Richard; Roberts, Helen C.; Richardson, Peter; Sayer, Avan A.; Shaw, Sarah; Cooper, Cyrus; Holbrook, Joanna D.; Patel, Harnish P.; Godfrey, Keith M.; Lillycrop, Karen A.; Consortium, the EpiGen Global Research",Epigenome-wide association study of sarcopenia: findings from the Hertfordshire Sarcopenia Study (HSS),"Journal of Cachexia, Sarcopenia and Muscle",10.1002/jcsm.12876,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcsm.12876
PUB157,2021,"Hoang, Thanh T.; Qi, Cancan; Paul, Kimberly C.; Lee, Mikyeong; White, Julie D.; Richards, Marie; Auerbach, Scott S.; Long, Stuart; Shrestha, Srishti; Wang, Tianyuan; Beane Freeman, Laura E.; Hofmann, Jonathan N.; Parks, Christine; BIOS Consortium; Xu, Cheng-Jian; Ritz, Beate; Koppelman, Gerard H.; London, Stephanie J.",Epigenome-Wide DNA Methylation and Pesticide Use in the Agricultural Lung Health Study,Environmental Health Perspectives,10.1289/EHP8928,https://ehp.niehs.nih.gov/doi/10.1289/EHP8928
PUB158,2021,"Shu, Chang; Sosnowski, David W.; Tao, Ran; Deep-Soboslay, Amy; Kleinman, Joel E.; Hyde, Thomas M.; Jaffe, Andrew E.; Sabunciyan, Sarven; Maher, Brion S.",Epigenome-wide study of brain DNA methylation following acute opioid intoxication,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2021.108658,https://www.sciencedirect.com/science/article/pii/S0376871621001538
PUB159,2021,"Pathak, Gita A.; Wendt, Frank R.; De Lillo, Antonella; Nunez, Yaira Z.; Goswami, Aranyak; De Angelis, Flavio; Fuciarelli, Maria; Kranzler, Henry R.; Gelernter, Joel; Polimanti, Renato",Epigenomic Profiles of African-American Transthyretin Val122Ile Carriers Reveals Putatively Dysregulated Amyloid Mechanisms,Circulation: Genomic and Precision Medicine,10.1161/CIRCGEN.120.003011,https://www.ahajournals.org/doi/10.1161/CIRCGEN.120.003011
PUB160,2023,"Crochemore, ClÇment; Chica, Claudia; Garagnani, Paolo; Lattanzi, Giovanna; Horvath, Steve; Sarasin, Alain; Franceschi, Claudio; Bacalini, Maria Giulia; Ricchetti, Miria",Epigenomic signature of accelerated ageing in progeroid Cockayne syndrome,Aging Cell,10.1111/acel.13959,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13959
PUB161,2022,"Pruszkowska-Przybylska, Paulina; Brennecke, Shaun; Moses, Eric K.; Melton, Phillip E.",Evaluation of epigenetic age calculators between preeclampsia and normotensive pregnancies in an Australian cohort,Scientific Reports,10.1038/s41598-022-05744-4,https://www.nature.com/articles/s41598-022-05744-4
PUB162,2021,"Mongelli, Alessia; Barbi, Veronica; Gottardi Zamperla, Michela; Atlante, Sandra; Forleo, Luana; Nesta, Marialisa; Massetti, Massimo; Pontecorvi, Alfredo; Nanni, Simona; Farsetti, Antonella; Catalano, Oronzo; Bussotti, Maurizio; Dalla Vecchia, Laura Adelaide; Bachetti, Tiziana; Martelli, Fabio; La Rovere, Maria Teresa; Gaetano, Carlo",Evidence for Biological Age Acceleration and Telomere Shortening in COVID-19 Survivors,International Journal of Molecular Sciences,10.3390/ijms22116151,https://www.mdpi.com/1422-0067/22/11/6151
PUB163,2022,"Rozenblit, Mariya; Hofstatter, Erin; Liu, Zuyun; O'Meara, Tess; Storniolo, Anna Maria; Dalela, Disha; Singh, Vineet; Pusztai, Lajos; Levine, Morgan",Evidence of accelerated epigenetic aging of breast tissues in patients with breast cancer is driven by CpGs associated with polycomb-related genes,Clinical Epigenetics,10.1186/s13148-022-01249-z,https://doi.org/10.1186/s13148-022-01249-z
PUB164,2021,"Van Lieshout, Ryan J.; McGowan, Patrick O.; de Vega, Wilfred C.; Savoy, Calan D.; Morrison, Katherine M.; Saigal, Saroj; Mathewson, Karen J.; Schmidt, Louis A.",Extremely Low Birth Weight and Accelerated Biological Aging,Pediatrics,10.1542/peds.2020-001230,https://doi.org/10.1542/peds.2020-001230
PUB168,2021,"Corley, Michael J.; Pang, Alina P.S.; Dody, Kush; Mudd, Philip A.; Patterson, Bruce K.; Seethamraju, Harish; Bram, Yaron; Peluso, Michael J.; Torres, Leonel; Iyer, Nikita S.; Premeaux, Thomas A.; Yeung, Stephen T.; Chandar, Vasuretha; Borczuk, Alain; Schwartz, Robert E.; Henrich, Timothy J.; Deeks, Steven G.; Sacha, Jonah B.; Ndhlovu, Lishomwa C.",Genome-wide DNA methylation profiling of peripheral blood reveals an epigenetic signature associated with severe COVID-19,Journal of Leukocyte Biology,10.1002/JLB.5HI0720-466R,https://onlinelibrary.wiley.com/doi/abs/10.1002/JLB.5HI0720-466R
PUB169,2021,"McCrory, Cathal; Fiorito, Giovanni; Hernandez, Belinda; Polidoro, Silvia; O'Halloran, Aisling M; Hever, Ann; Ni Cheallaigh, Cliona; Lu, Ake T; Horvath, Steve; Vineis, Paolo; Kenny, Rose Anne",GrimAge Outperforms Other Epigenetic Clocks in the Prediction of Age-Related Clinical Phenotypes and All-Cause Mortality,The Journals of Gerontology: Series A,10.1093/gerona/glaa286,https://doi.org/10.1093/gerona/glaa286
PUB170,2021,"Protsenko, Ekaterina; Yang, Ruoting; Nier, Brent; Reus, Victor; Hammamieh, Rasha; Rampersaud, Ryan; Wu, Gwyneth W. Y.; Hough, Christina M.; Epel, Elissa; Prather, Aric A.; Jett, Marti; Gautam, Aarti; Mellon, Synthia H.; Wolkowitz, Owen M.","""GrimAge,"" an epigenetic predictor of mortality, is accelerated in major depressive disorder",Translational Psychiatry,10.1038/s41398-021-01302-0,https://www.nature.com/articles/s41398-021-01302-0
PUB171,2022,"Kresovich, Jacob K; Park, Yong-Moon Mark; Keller, Jean A; Sandler, Dale P; Taylor, Jack A",Healthy eating patterns and epigenetic measures of biological age,The American journal of clinical nutrition,10.1093/ajcn/nqab307,https://europepmc.org/articles/PMC8754996
PUB172,2021,"Kim, Youjin; Huan, Tianxiao; Joehanes, Roby; McKeown, Nicola M; Horvath, Steve; Levy, Daniel; Ma, Jiantao",Higher diet quality relates to decelerated epigenetic aging,The American Journal of Clinical Nutrition,10.1093/ajcn/nqab201,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB174,2022,"Bostrîm, Adrian Desai E.; Andersson, Peter; Chatzittofis, Andreas; Savard, Josephine; Rask-Andersen, Mathias; ôberg, Katarina G.; Arver, Stefan; Jokinen, Jussi",HPA-axis dysregulation is not associated with accelerated epigenetic aging in patients with hypersexual disorder,Psychoneuroendocrinology,10.1016/j.psyneuen.2022.105765,https://www.sciencedirect.com/science/article/pii/S0306453022001068
PUB175,2021,"Christensen, Mette W.; Keefe, David L.; Wang, Fang; Hansen, Christine S.; Chamani, Isaac J.; Sommer, Carolyn; Nyegaard, Mette; Rohde, Palle D.; Nielsen, Anders L.; Bybjerg-Grauholm, Jonas; Kesmodel, Ulrik S.; Knudsen, Ulla B.; Kirkegaard, Kirstine; Ingerslev, Hans Jakob",Idiopathic early ovarian aging: is there a relation with premenopausal accelerated biological aging in young women with diminished response to ART?,Journal of Assisted Reproduction and Genetics,10.1007/s10815-021-02326-7,https://doi.org/10.1007/s10815-021-02326-7
PUB177,2022,"Joyce, Brian T; Gao, Tao; Koss, Kalsea; Zheng, Yinan; Cardenas, Andres; Heiss, Jonathan; Just, Allan; Zhang, Kai; van Horn, Linda; Allen, Norrina Bai; Greenland, Philip; Cohen, Sheldon; Gordon-Larsen, Penny; Mitchell, Colter; McLanahan, Sara; Schneper, Lisa; Notterman, Daniel; Rifas-Shiman, Sheryl L; Oken, Emily; Hivert, Marie-France; Wright, Robert; Baccarelli, Andrea; Lloyd-Jones, Donald; Hou, Lifang",Impact of paternal education on epigenetic ageing in adolescence and mid-adulthood: a multi-cohort study in the USA and Mexico,International Journal of Epidemiology,10.1093/ije/dyab196,https://doi.org/10.1093/ije/dyab196
PUB178,2022,"Schmitz, Lauren L.; Duque, Valentina",In utero exposure to the Great Depression is reflected in late-life epigenetic aging signatures,Proceedings of the National Academy of Sciences,10.1073/pnas.2208530119,https://www.pnas.org/doi/10.1073/pnas.2208530119
PUB181,2022,"Sehl, Mary E.; Breen, Elizabeth Crabb; Shih, Roger; Chen, Larry; Wang, Ruibin; Horvath, Steve; Bream, Jay H.; Duggal, Priya; Martinson, Jeremy; Wolinsky, Steven M.; Martinez-Maza, Otoniel; Ramirez, Christina M.; Jamieson, Beth D.",Increased Rate of Epigenetic Aging in Men Living With HIV Prior to Treatment,Frontiers in Genetics,10.3389/fgene.2021.796547,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.796547
PUB182,2021,"Tollenaar, Marieke S.; Beijers, Roseriet; Garg, Elika; Nguyen, T. T. Thao; Lin, David T. S.; MacIsaac, Julia L.; Shalev, Idan; Kobor, Michael S.; Meaney, Michael J.; O'Donnell, Kieran J.; de Weerth, Carolina",Internalizing symptoms associate with the pace of epigenetic aging in childhood,Biological Psychology,10.1016/j.biopsycho.2021.108021,https://www.sciencedirect.com/science/article/pii/S0301051121000120
PUB183,2022,"Lei, Man-Kit; Brody, Gene H.; Beach, Steven R. H.",Intervention effects on self-control decrease speed of biological aging mediated by changes in substance use: A longitudinal study of African American youth,Family Process,10.1111/famp.12715,https://onlinelibrary.wiley.com/doi/abs/10.1111/famp.12715
PUB184,2021,"Restrepo, Paula; Bubie, Adrian; Craig, Amanda J.; Labgaa, Ismail; Schwartz, Myron; Thung, Swan; Stolovitzky, Gustavo; Losic, Bojan; Villanueva, Augusto",Intra-tumoral epigenetic heterogeneity and aberrant molecular clocks in hepatocellular carcinoma,,10.1101/2021.03.22.21253654,https://www.medrxiv.org/content/10.1101/2021.03.22.21253654v1
PUB185,2021,"Richmond, Rebecca C.; Sillero-Rejon, Carlos; Khouja, Jasmine N.; Prince, Claire; Board, Alexander; Sharp, Gemma; Suderman, Matthew; Relton, Caroline L.; Munafï, Marcus; Gage, Suzanne H.",Investigating the DNA methylation profile of e-cigarette use,Clinical Epigenetics,10.1186/s13148-021-01174-7,https://doi.org/10.1186/s13148-021-01174-7
PUB186,2021,"KANKAANPéé, ANNA; TOLVANEN, ASKO; BOLLEPALLI, SAILALITHA; LESKINEN, TUIJA; KUJALA, URHO M.; KAPRIO, JAAKKO; OLLIKAINEN, MIINA; SILLANPéé, ELINA",Leisure-Time and Occupational Physical Activity Associates Differently with Epigenetic Aging,Medicine and Science in Sports and Exercise,10.1249/MSS.0000000000002498,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7886335/
PUB187,2022,"Musanabaganwa, Clarisse; Wani, Agaz H; Donglasan, Janelle; Fatumo, Segun; Jansen, Stefan; Mutabaruka, Jean; Rutembesa, Eugene; Uwineza, Annette; Hermans, Erno J; Roozendaal, Benno; Wildman, Derek E; Mutesa, Leon; Uddin, Monica",Leukocyte methylomic imprints of exposure to the genocide against the Tutsi in Rwanda: a pilot epigenome-wide analysis,Epigenomics,10.2217/epi-2021-0310,https://www.futuremedicine.com/doi/abs/10.2217/epi-2021-0310
PUB188,2021,"George, Anitha; Hardy, Rebecca; Fernandez, Juan Castillo; Kelly, Yvonne; Maddock, Jane",Life course socioeconomic position and DNA methylation age acceleration in mid-life,J Epidemiol Community Health,10.1136/jech-2020-215608,https://jech.bmj.com/content/75/11/1084
PUB189,2022,"Baranyi, Gerg?; Deary, Ian J.; McCartney, Daniel L.; Harris, Sarah E.; Shortt, Niamh; Reis, Stefan; Russ, Tom C.; Ward Thompson, Catharine; Vieno, Massimo; Cox, Simon R.; Pearce, Jamie",Life-course exposure to air pollution and biological ageing in the Lothian Birth Cohort 1936,Environment International,10.1016/j.envint.2022.107501,https://www.sciencedirect.com/science/article/pii/S0160412022004287
PUB190,2021,"Yaskolka Meir, Anat; Keller, Maria; Bernhart, Stephan H.; Rinott, Ehud; Tsaban, Gal; Zelicha, Hila; Kaplan, Alon; Schwarzfuchs, Dan; Shelef, Ilan; Gepner, Yftach; Li, Jun; Lin, Yifei; BlÅher, Matthias; Ceglarek, Uta; Stumvoll, Michael; Stadler, Peter F.; Stampfer, Meir J.; Kovacs, Peter; Liang, Liming; Shai, Iris",Lifestyle weight-loss intervention may attenuate methylation aging: the CENTRAL MRI randomized controlled trial,Clinical Epigenetics,10.1186/s13148-021-01038-0,https://doi.org/10.1186/s13148-021-01038-0
PUB191,2022,"Allen, Joseph P.; Danoff, Joshua S.; Costello, Meghan A.; Hunt, Gabrielle L.; Hellwig, Amanda F.; Krol, Kathleen M.; Gregory, Simon G.; Giamberardino, Stephanie N.; Sugden, Karen; Connelly, Jessica J.",Lifetime marijuana use and epigenetic age acceleration: A 17-year prospective examination,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2022.109363,https://www.sciencedirect.com/science/article/pii/S0376871622001004
PUB193,2022,"Esteban-Cantos, AndrÇs; Montejano, Rocio; Rodr°guez-Centeno, Javier; Saiz-Medrano, Gabriel; De Miguel, Rosa; Barruz, Pilar; Bernardino, Jose I; Mena-Garay, Beatriz; Cadi§anos, Julen; JimÇnez-Gonz†lez, Mar°a; Nevado, Juli†n; Valencia, Eulalia; Mayoral-Mu§oz, Mario; Arribas, Jose R; RodÇs, Berta",Longitudinal Changes in Epigenetic Age Acceleration in Aviremic Human Immunodeficiency Virus-Infected Recipients of Long-term Antiretroviral Treatment,The Journal of Infectious Diseases,10.1093/infdis/jiab338,https://doi.org/10.1093/infdis/jiab338
PUB197,2021,"Nwanaji-Enwerem, Jamaji C.; Laan, Lars Van Der; Kogut, Katherine; Eskenazi, Brenda; Holland, Nina; Deardorff, Julianna; Cardenas, Andres",Maternal adverse childhood experiences before pregnancy are associated with epigenetic aging changes in their children,Aging,10.18632/aging.203776,https://www.aging-us.com/article/203776/text
PUB199,2021,"Workalemahu, Tsegaselassie; Shrestha, Deepika; Tajuddin, Salman M.; Tekola-Ayele, Fasil",Maternal cardiometabolic factors and genetic ancestry influence epigenetic aging of the placenta,Journal of Developmental Origins of Health and Disease,10.1017/S2040174419000801,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/maternal-cardiometabolic-factors-and-genetic-ancestry-influence-epigenetic-aging-of-the-placenta/EB2AC01ED6F9D08F755589D082DE02BD
PUB200,2022,"Koemel, Nicholas A; Senior, Alistair M; Dissanayake, Hasthi U; Ross, Jason; McMullan, Rowena L; Kong, Yang; Phang, Melinda; Hyett, Jon; Raubenheimer, David; Gordon, Adrienne; Simpson, Stephen J; Skilton, Michael R",Maternal dietary fatty acid composition and newborn epigenetic aging-a geometric framework approach,The American Journal of Clinical Nutrition,10.1093/ajcn/nqab318,https://www.sciencedirect.com/science/article/pii/S0002916522001162
PUB201,2022,"Monasso, Giulietta S.; Voortman, Trudy; Felix, Janine F.",Maternal plasma fatty acid patterns in mid-pregnancy and offspring epigenetic gestational age at birth,Epigenetics,10.1080/15592294.2022.2076051,https://doi.org/10.1080/15592294.2022.2076051
PUB202,2021,"Koen, Nastassja; Jones, Meaghan J.; Nhapi, Raymond T.; Lake, Marilyn T.; Donald, Kirsten A.; Barnett, Whitney; Hoffman, Nadia; MacIsaac, Julia L.; Morin, Alexander M.; Lin, David T. S.; Kobor, Michael S.; Koenen, Karestan C.; Zar, Heather J.; Stein, Dan J.",Maternal psychosocial risk factors and child gestational epigenetic age in a South African birth cohort study,Translational Psychiatry,10.1038/s41398-021-01434-3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8253754/
PUB203,2022,"Beach, Steven R. H.; Ong, Mei Ling; Lei, Man-Kit; Carter, Sierra E.; Simons, Ronald L.; Gibbons, Frederick X.; Philibert, Robert A.",Methylation of FKBP5 is associated with accelerated DNA methylation ageing and cardiometabolic risk: replication in young-adult and middle-aged Black Americans,Epigenetics,10.1080/15592294.2021.1980688,https://doi.org/10.1080/15592294.2021.1980688
PUB204,2022,"Ruf, Wolfgang P.; Hannon, Eilis; Freischmidt, Axel; Grozdanov, Veselin; Brenner, David; MÅller, Kathrin; Knehr, Antje; GÅnther, Kornelia; Dorst, Johannes; Ammerpohl, Ole; Danzer, Karin M.; Mill, Jonathan; Ludolph, Albert C.; Weishaupt, Jochen H.",Methylome analysis of ALS patients and presymptomatic mutation carriers in blood cells,Neurobiology of Aging,10.1016/j.neurobiolaging.2022.04.003,https://www.sciencedirect.com/science/article/pii/S0197458022000719
PUB205,2022,"Zheng, Yinan; Habes, Mohamad; Gonzales, Mitzi; Pomponio, Raymond; Nasrallah, Ilya; Khan, Sadiya; Vaughan, Douglas E.; Davatzikos, Christos; Seshadri, Sudha; Launer, Lenore; Sorond, Farzaneh; Sedaghat, Sanaz; Wainwright, Derek; Baccarelli, Andrea; Sidney, Stephen; Bryan, Nick; Greenland, Philip; Lloyd-Jones, Donald; Yaffe, Kristine; Hou, Lifang","Mid-life epigenetic age, neuroimaging brain age, and cognitive function: coronary artery risk development in young adults (CARDIA) study",Aging,10.18632/aging.203918,https://www.aging-us.com/article/203918/text
PUB206,2021,"Wan, Emily S.; Goldstein, Rebekah L.; Garshick, Eric; DeMeo, Dawn L.; Moy, Marilyn L.","Molecular markers of aging, exercise capacity, & physical activity in COPD",Respiratory Medicine,10.1016/j.rmed.2021.106576,https://www.sciencedirect.com/science/article/pii/S0954611121002821
PUB207,2022,"Nwanaji-Enwerem, Jamaji C.; Osborne, Anwar; Cardenas, Andres",Nasal epigenetic age and systemic steroid response in pediatric emergency department asthma patients,Allergy,10.1111/all.15102,https://onlinelibrary.wiley.com/doi/abs/10.1111/all.15102
PUB208,2021,"Martin, Chantel L.; Ward-Caviness, Cavin K.; Dhingra, Radhika; Zikry, Tarek M.; Galea, Sandro; Wildman, Derek E.; Koenen, Karestan C.; Uddin, Monica; Aiello, Allison E.","Neighborhood environment, social cohesion, and epigenetic aging",Aging,10.18632/aging.202814,https://www.aging-us.com/article/202814/text
PUB209,2022,"Lei, Man-Kit; Berg, Mark T.; Simons, Ronald L.; Beach, Steven R. H.",Neighborhood structural disadvantage and biological aging in a sample of Black middle age and young adults,Social Science & Medicine,10.1016/j.socscimed.2021.114654,https://www.sciencedirect.com/science/article/pii/S0277953621009862
PUB211,2022,"Etzel, Laura; Hastings, Waylon J.; Hall, Molly A.; Heim, Christine M.; Meaney, Michael J.; Noll, Jennie G.; O'Donnell, Kieran J.; Pokhvisneva, Irina; Rose, Emma J.; Schreier, Hannah M. C.; Shenk, Chad E.; Shalev, Idan",Obesity and accelerated epigenetic aging in a high-risk cohort of children,Scientific Reports,10.1038/s41598-022-11562-5,https://www.nature.com/articles/s41598-022-11562-5
PUB212,2021,"Yang, Chen Xi; Schon, Emma; Obeidat, Ma'en; Kobor, Michael S; McEwen, Lisa; MacIsaac, Julie; Lin, David; Novak, Richard M; Hudson, Fleur; Klinker, Hartwig; Dharan, Nila; Horvath, Steve; Bourbeau, Jean; Tan, Wan; Sin, Don D; Man, S F Paul; Kunisaki, Ken; Leung, Janice M; for the INSIGHT START study group",Occurrence of Accelerated Epigenetic Aging and Methylation Disruptions in Human Immunodeficiency Virus Infection Before Antiretroviral Therapy,The Journal of Infectious Diseases,10.1093/infdis/jiaa599,https://doi.org/10.1093/infdis/jiaa599
PUB215,2021,"Goodrich, Jaclyn M; Calkins, Miriam M; Caban-Martinez, Alberto J; Stueckle, Todd; Grant, Casey; Calafat, Antonia M; Nematollahi, Amy; Jung, Alesia M; Graber, Judith M; Jenkins, Timothy; Slitt, Angela L; Dewald, Alisa; Cook Botelho, Julianne; Beitel, Shawn; Littau, Sally; Gulotta, John; Wallentine, Darin; Hughes, Jeff; Popp, Charles; Burgess, Jefferey L","Per-ˇand polyfluoroalkyl substances, epigenetic ageˇand DNA methylation: aˇcross-sectional study of firefighters",Epigenomics,10.2217/epi-2021-0225,https://www.futuremedicine.com/doi/full/10.2217/epi-2021-0225
PUB216,2022,"Li Piani, Letizia; Reschini, Marco; Somigliana, Edgardo; Ferrari, Stefania; Busnelli, Andrea; Viganï, Paola; Favero, Chiara; Albetti, Benedetta; Hoxha, Mirjam; Bollati, Valentina","Peripheral mitochondrial DNA, telomere length and DNA methylation as predictors of live birth inˇin vitroˇfertilization cycles",PLoS ONE,10.1371/journal.pone.0261591,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8786209/
PUB217,2022,"Gao, Tao; Wilkins, John T.; Zheng, Yinan; Joyce, Brian T.; Jacobs, David R.; Schreiner, Pamela J.; Horvath, Steve; Greenland, Philip; Lloyd-Jones, Donald; Hou, Lifang",Plasma lipid profiles in early adulthood are associated with epigenetic aging in the Coronary Artery Risk Development in Young Adults (CARDIA) Study,Clinical Epigenetics,10.1186/s13148-021-01222-2,https://doi.org/10.1186/s13148-021-01222-2
PUB218,2021,"Carroll, Judith E.; Ross, Kharah M.; Horvath, Steve; Okun, Michele; Hobel, Calvin; Rentscher, Kelly E.; Coussons-Read, Mary; Schetter, Christine Dunkel",Postpartum sleep loss and accelerated epigenetic aging,Sleep Health,10.1016/j.sleh.2021.02.002,https://www.sciencedirect.com/science/article/pii/S2352721821000103
PUB219,2021,"Fitzgerald, Kara N.; Hodges, Romilly; Hanes, Douglas; Stack, Emily; Cheishvili, David; Szyf, Moshe; Henkel, Janine; Twedt, Melissa W.; Giannopoulou, Despina; Herdell, Josette; Logan, Sally; Bradley, Ryan",Potential reversal of epigenetic age using a diet and lifestyle intervention: a pilot randomized clinical trial,Aging (Albany NY),10.18632/aging.202913,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8064200/
PUB221,2022,"Herrera-Moreno, JosÇ F.; Estrada-Gutierrez, Guadalupe; Wu, Haotian; Bloomquist, Tessa R.; Rosa, Maria JosÇ; Just, Allan C.; Lamadrid-Figueroa, Hector; TÇllez-Rojo, Martha M.; Wright, Robert O.; Baccarelli, Andrea A.","Prenatal lead exposure, telomere length in cord blood, and DNA methylation age in the PROGRESS prenatal cohort",Environmental Research,10.1016/j.envres.2021.112577,https://www.sciencedirect.com/science/article/pii/S0013935121018788
PUB222,2021,"Harvanek, Zachary M.; Fogelman, Nia; Xu, Ke; Sinha, Rajita",Psychological and biological resilience modulates the effects of stress on epigenetic aging,Translational Psychiatry,10.1038/s41398-021-01735-7,https://www.nature.com/articles/s41398-021-01735-7
PUB223,2021,"Kuan, Pei-Fen; Ren, Xu; Clouston, Sean; Yang, Xiaohua; Jonas, Katherine; Kotov, Roman; Bromet, Evelyn; Luft, Benjamin J.",PTSD is associated with accelerated transcriptional aging in World Trade Center responders,Translational Psychiatry,10.1038/s41398-021-01437-0,https://www.nature.com/articles/s41398-021-01437-0
PUB224,2021,"Devall, Matthew; Sun, Xiangqing; Yuan, Fangcheng; Cooper, Gregory S; Willis, Joseph; Weisenberger, Daniel J; Casey, Graham; Li, Li",Racial Disparities in Epigenetic Aging of the Right vs Left Colon,JNCI: Journal of the National Cancer Institute,10.1093/jnci/djaa206,https://doi.org/10.1093/jnci/djaa206
