Factor_category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Factor_more_refined,Factor_refined,Clock_C,N total,Tissue_category,Race_Ethnicity,Sex,Twin_study,Cohort_C,Link
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Blood_markers,Immunology,,CD4 Tcell count,CD4 Tcell count,Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (perinatally acquired),Horvath,61,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (perinatally acquired),Horvath,61,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (perinatally acquired),Horvath,61,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (viral load),Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (viral load),Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
Multiple_groups,Immunology,Viral,,HIV,HIV (viral load),Horvath,31,Blood,African American (Hispanic (9.8%);Non Hispanic (90.2%)),Both,No,Columbia University Irving Medical Center (CUIMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,111,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,111,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,188,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,190,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,264,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,338,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,338,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,371,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,374,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,446,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,448,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,510,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,510,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,689,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,690,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Hannum,2296,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,Horvath,2296,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,2296,Blood,European,Both,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,149,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,276,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,277,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,277,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,376,Blood,European,Female,No,Multiple_cohorts,https://www.biorxiv.org/content/10.1101/727859v2
Physical_abilities/activity,,,,Frailty,Frailty,Dunedin PoAm,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Dunedin PoAm,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,GrimAge,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Horvath,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Horvath,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Lin,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Lin,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,PhenoAge,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,PhenoAge,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Yang,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Yang,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Zhang,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Zhang,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,GrimAge,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Hannum,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Hannum,1246,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Hannum,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Horvath,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Lin,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Lin,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Yang,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Yang,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Dunedin PoAm,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Dunedin PoAm,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,GrimAge,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,GrimAge,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Hannum,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Horvath,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,PhenoAge,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,PhenoAge,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Zhang,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Physical_abilities/activity,,,,Frailty,Frailty,Zhang,1446,Blood,,Both,No,Canadian Longitudinal Study on Aging (CLSA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1
Multiple_groups,Immunology,Medication,,GvHD,GvHD,GrimAge,732,Blood,White;Other,Both,No,Transplant Outcomes in Aplastic Anemia (TOAA),https://www.sciencedirect.com/science/article/pii/S2666636721000130
Multiple_groups,Immunology,Medication,,GvHD,GvHD,GrimAge,732,Blood,White;Other,Both,No,Transplant Outcomes in Aplastic Anemia (TOAA),https://www.sciencedirect.com/science/article/pii/S2666636721000130
Multiple_groups,Haem,Medication,Healthspan/Lifespan/Mortality,Mortality,All-cause mortality after HCT,GrimAge,732,Blood,White;Other,Both,No,Transplant Outcomes in Aplastic Anemia (TOAA),https://www.sciencedirect.com/science/article/pii/S2666636721000130
Psychosocial,,,,Psychosocial adversity,Psychological distress,GrimAge,771,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Hannum,771,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Horvath,771,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,PhenoAge,771,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,7_CpG,773,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,GrimAge,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,GrimAge,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Hannum,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Hannum,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Horvath,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,Horvath,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,PhenoAge,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,PhenoAge,976,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,7_CpG,980,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Psychosocial,,,,Psychosocial adversity,Psychological distress,7_CpG,980,Blood,,Both,No,Berlin Aging Study II,https://www.nature.com/articles/s41398-022-02181-9
Environment,,,,Pollutant/chemical exposure,Benzene exposure,GrimAge,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,Hannum,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,Horvath,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,Horvath,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,Horvath,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,PhenoAge,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Environment,,,,Pollutant/chemical exposure,Benzene exposure,SkinBlood,98,Blood,,,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0160412021004967
Alcohol,,,,Alcohol consumption,Alcohol consumption,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Alcohol,,,,Alcohol consumption,Alcohol consumption,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
BodyComposition,,,,BMI,BMI,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Attention,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Attention,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Attention,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Attention,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Attention,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Cognitive function,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Cognitive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Cognitive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Cognitive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Cognitive function,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Executive function,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Executive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Executive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Executive function,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Executive function,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Language,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Language,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Language,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Language,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Language,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Memory,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Memory,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Memory,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Memory,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Memory,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Processing speed,GrimAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Processing speed,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Processing speed,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Processing speed,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
Cognitive,,,,Cognitive function,Processing speed,PhenoAge,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
General,,,,Sex,Sex,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
General,,,,Sex,Sex,Horvath,107,Blood,Hispanic (6.5%);Not hispanic (93.5%),Both,No,Columbia University Irving Medical Center (CUIMC),https://academic.oup.com/cid/article/73/11/1982/6304900
