ID,Factor,Factor group,Factor category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Topic,Clock,N total,Tissue,Race_Ethnicity,Sex,Twin_study,Cohort,Link
PUB152,Peripheral artery disease,Cardiovascular disease,Cardiovascular,,,,Physical health,Hannum,391,Blood,African-Americans,Both,No,African Americans in the Genetic Epidemiology Network of Arteriopathy (GENOA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01229-3
PUB152,Coronary artety calcification,Cardiovascular disease,Cardiovascular,,,,Physical health,Hannum,391,Blood,African-Americans,Both,No,African Americans in the Genetic Epidemiology Network of Arteriopathy (GENOA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01229-3
PUB152,Atherosclerosis,Cardiovascular disease,Cardiovascular,,,,Physical health,Hannum,391,Blood,African-Americans,Both,No,African Americans in the Genetic Epidemiology Network of Arteriopathy (GENOA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01229-3
PUB152,Abdominal aorta calcification score,Cardiovascular disease,Cardiovascular,,,,Physical health,Hannum,391,Blood,African-Americans,Both,No,African Americans in the Genetic Epidemiology Network of Arteriopathy (GENOA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01229-3
PUB153,Drug use,Substance use,Substance use/abuse (not incl. alcohol),,,,Lifestyle,PhenoAge,401,Blood,"African America, Non-hispanic white",Both,No,AIDS Linked to the Intravenous Experience (ALIVE),https://www.sciencedirect.com/science/article/pii/S0376871622001685?via%3Dihub
PUB154,Smoking,Smoking,Smoking,,,,Lifestyle,Horvath,489,Blood,"Latino, Costa-Rica",Both,No,Costa Rican Study on Longevity and Healthy Aging (CRELES),https://www.nature.com/articles/s41598-022-08160-w
PUB154,Smoking,Smoking,Smoking,,,,Lifestyle,SkinBlood,489,Blood,"Latino, Costa-Rica",Both,No,Costa Rican Study on Longevity and Healthy Aging (CRELES),https://www.nature.com/articles/s41598-022-08160-w
PUB154,Smoking,Smoking,Smoking,,,,Lifestyle,Hannum,489,Blood,"Latino, Costa-Rica",Both,No,Costa Rican Study on Longevity and Healthy Aging (CRELES),https://www.nature.com/articles/s41598-022-08160-w
PUB154,Smoking,Smoking,Smoking,,,,Lifestyle,PhenoAge,489,Blood,"Latino, Costa-Rica",Both,No,Costa Rican Study on Longevity and Healthy Aging (CRELES),https://www.nature.com/articles/s41598-022-08160-w
PUB154,Smoking,Smoking,Smoking,,,,Lifestyle,GrimAge,489,Blood,"Latino, Costa-Rica",Both,No,Costa Rican Study on Longevity and Healthy Aging (CRELES),https://www.nature.com/articles/s41598-022-08160-w
PUB155,Bronchopulmonary dysplasia (BPD),Bronchopulmonary dysplasia (BPD),Multiple_groups,Respiratory,Neonatal/paeds,,Physical health,Knight,107,Blood,"european-latin, criolles, european other, jewish, arab-middle eastern, asian, unkonwn.",Both,No,Discovery-Bronchopulmonary Dysplasia Program (D-BPD),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01272-0
PUB155,Bronchopulmonary dysplasia (BPD),Bronchopulmonary dysplasia (BPD),Multiple_groups,Respiratory,Neonatal/paeds,,Physical health,Bohlin,107,Blood,"european-latin, criolles, european other, jewish, arab-middle eastern, asian, unkonwn.",Both,No,Discovery-Bronchopulmonary Dysplasia Program (D-BPD),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01272-0
PUB156,Sarcopenia,Frailty,Muscle/skeletal,,,,Physical health,"MEAT (Voisin et al., 2020)",77,Muscle,,Male,No,Hertfordshire Sarcopenia Study (HSS),https://onlinelibrary.wiley.com/doi/10.1002/jcsm.12876
PUB156,ALMi protein,Protein markers,Muscle/skeletal,,,,Physical health,"MEAT (Voisin et al., 2020)",77,Muscle,,Male,No,Hertfordshire Sarcopenia Study (HSS),https://onlinelibrary.wiley.com/doi/10.1002/jcsm.12876
PUB156,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",77,Muscle,,Male,No,Hertfordshire Sarcopenia Study (HSS),https://onlinelibrary.wiley.com/doi/10.1002/jcsm.12876
PUB156,Gait speed,Frailty,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",77,Muscle,,Male,No,Hertfordshire Sarcopenia Study (HSS),https://onlinelibrary.wiley.com/doi/10.1002/jcsm.12876
PUB157,Pesticide exposure,Pollutant/chemical exposure,Environment,,,,Environment,Horvath,1140,Blood,European,Male,No,Agricultural Lung Health Study (ALHS),https://ehp.niehs.nih.gov/doi/10.1289/EHP8928
PUB157,Pesticide exposure,Pollutant/chemical exposure,Environment,,,,Environment,Hannum,1140,Blood,European,Male,No,Agricultural Lung Health Study (ALHS),https://ehp.niehs.nih.gov/doi/10.1289/EHP8928
PUB157,Pesticide exposure,Pollutant/chemical exposure,Environment,,,,Environment,SkinBlood,1140,Blood,European,Male,No,Agricultural Lung Health Study (ALHS),https://ehp.niehs.nih.gov/doi/10.1289/EHP8928
PUB157,Pesticide exposure,Pollutant/chemical exposure,Environment,,,,Environment,PhenoAge,1140,Blood,European,Male,No,Agricultural Lung Health Study (ALHS),https://ehp.niehs.nih.gov/doi/10.1289/EHP8928
PUB158,Drug use,Substance use,Substance use/abuse (not incl. alcohol),,,,Lifestyle,PhenoAge,160,Brain,"European American - 124, African American - 35, Multi-race - 1",Both,No,GEO_dataset,https://www.sciencedirect.com/science/article/pii/S0376871621001538?via%3Dihub
PUB158,Drug use,Substance use,Substance use/abuse (not incl. alcohol),,,,Lifestyle,Horvath,160,Brain,"European American - 124, African American - 35, Multi-race - 1",Both,No,GEO_dataset,https://www.sciencedirect.com/science/article/pii/S0376871621001538?via%3Dihub
PUB159,Heart disease,Cardiovascular disease,Cardiovascular,,,,Physical health,Hannum,96,Blood,African descent,Both,No,Recruited,https://www.ahajournals.org/doi/10.1161/CIRCGEN.120.003011
PUB159,Heart disease,Cardiovascular disease,Cardiovascular,,,,Physical health,Horvath,96,Blood,African descent,Both,No,Recruited,https://www.ahajournals.org/doi/10.1161/CIRCGEN.120.003011
PUB160,Cockayne syndrome,Congenital condition,Congenital_conditions,,,,Other,SkinBlood,12,Skin,,Both,,BioLaM biobank,https://onlinelibrary.wiley.com/doi/10.1111/acel.13959
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,Hannum,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,GrimAge,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,PhenoAge,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,Horvath,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,Wu,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB161,Pre-eclampsia,Pre-eclampsia,Multiple_groups,Cardiovascular,Obs_gynae,Renal,Physical health,SkinBlood,166,Blood,70% Caucasian,Female,No,Recruited,https://www.nature.com/articles/s41598-022-05744-4
PUB162,COVID-19,COVID-19,Multiple_groups,Immunology,Respiratory,Viral,Physical health,"Bekaert (Duaney et al., 2019)",261,Blood,,Both,No,Recruited,https://www.mdpi.com/1422-0067/22/11/6151#B31-ijms-22-06151
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,SkinBlood,84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,Horvath,84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,Hannum,84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,"Lin (Lin et al., 2016)",84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,PhenoAge,84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,epiTOC,84,Breast,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,epiTOC,170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,"Lin (Lin et al., 2016)",170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,SkinBlood,170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,PhenoAge,170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,Hannum,170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB163,Breast cancer,Cancer,Cancer,,,,Physical health,Horvath,170,Blood,"Non-hispanic(white), hispanic white, african american, other",Female,No,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01249-z
PUB164,Sex,Sex,General,,,,Other,Horvath,85,Buccal epithelium,,Both,No,Recruited,https://publications.aap.org/pediatrics/article/147/6/e2020001230/180250/Extremely-Low-Birth-Weight-and-Accelerated
PUB164,Birth weight group,Birth weight,Neonatal/paeds,,,,Physical health,Horvath,85,Buccal epithelium,,Both,No,Recruited,https://publications.aap.org/pediatrics/article/147/6/e2020001230/180250/Extremely-Low-Birth-Weight-and-Accelerated
PUB164,Sex,Sex,General,,,,Other,Horvath,92,Buccal epithelium,,Both,No,Recruited,https://publications.aap.org/pediatrics/article/147/6/e2020001230/180250/Extremely-Low-Birth-Weight-and-Accelerated
PUB164,Birth weight group,Birth weight,Neonatal/paeds,,,,Physical health,Horvath,92,Buccal epithelium,,Both,No,Recruited,https://publications.aap.org/pediatrics/article/147/6/e2020001230/180250/Extremely-Low-Birth-Weight-and-Accelerated
PUB168,COVID-19,COVID-19,Multiple_groups,Immunology,Respiratory,Viral,Physical health,PhenoAge,14,Blood,,Both,No,Recruited,https://jlb.onlinelibrary.wiley.com/doi/10.1002/JLB.5HI0720-466R
PUB168,COVID-19,COVID-19,Multiple_groups,Immunology,Respiratory,Viral,Physical health,PhenoAge,18,Blood,,Both,No,Recruited,https://jlb.onlinelibrary.wiley.com/doi/10.1002/JLB.5HI0720-466R
PUB168,COVID-19,COVID-19,Multiple_groups,Immunology,Respiratory,Viral,Physical health,GrimAge,18,Blood,,Both,No,Recruited,https://jlb.onlinelibrary.wiley.com/doi/10.1002/JLB.5HI0720-466R
PUB169,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,148,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Socioeconomic trajectory,SES,Socioeconomic,,,,Environment,GrimAge,244,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Socioeconomic trajectory,SES,Socioeconomic,,,,Environment,GrimAge,248,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Smoking (current),Smoking,Smoking,,,,Lifestyle,GrimAge,279,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,309,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,317,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Smoking (former),Smoking,Smoking,,,,Lifestyle,GrimAge,404,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Alcohol consumption (hazardous),Alcohol consumption,Alcohol,,,,Lifestyle,GrimAge,413,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Alcohol consumption (hazardous),Alcohol consumption,Alcohol,,,,Lifestyle,GrimAge,448,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,BMI,BMI,BodyComposition,,,,Physical health,GrimAge,490,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Walking speed,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,444,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Walking speed,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,444,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Walking speed,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,444,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Walking speed,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,444,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Frailty,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,476,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Frailty,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,476,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Frailty,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,476,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Frailty,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,476,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Polypharmacy,Polypharmacy,Medication,,,,Physical health,PhenoAge,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Polypharmacy,Polypharmacy,Medication,,,,Physical health,Hannum,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Polypharmacy,Polypharmacy,Medication,,,,Physical health,Horvath,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Polypharmacy,Polypharmacy,Medication,,,,Physical health,GrimAge,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,482,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,All-cause mortality,Mortality,Healthspan/Lifespan/Mortality,,,,Other,Hannum,489,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,All-cause mortality,Mortality,Healthspan/Lifespan/Mortality,,,,Other,Horvath,489,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,All-cause mortality,Mortality,Healthspan/Lifespan/Mortality,,,,Other,PhenoAge,489,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB169,All-cause mortality,Mortality,Healthspan/Lifespan/Mortality,,,,Other,GrimAge,489,Blood,,Both,No,Irish Longitudinal Study on Ageing (TILDA),https://academic.oup.com/biomedgerontology/article/76/5/741/5992253
PUB170,Depression (MDD),Depression,MH,,,,Mental health,GrimAge,109,Blood,"Caucasian, black or african american, asian, other, more than one, hispanic, non-hispanic",Both,No,Recruited,https://www.nature.com/articles/s41398-021-01302-0
PUB171,Diet,Diet,Diet,,,,Lifestyle,Hannum,2687,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,Horvath,2687,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,PhenoAge,2687,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,GrimAge,2687,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,Hannum,2694,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,GrimAge,2694,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,PhenoAge,2694,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB171,Diet,Diet,Diet,,,,Lifestyle,Horvath,2694,Blood,,Female,No,Sister Study,https://academic.oup.com/ajcn/article/115/1/171/6391406
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,DunedinPoAm,846,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,PhenoAge,846,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,GrimAge,846,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,PhenoAge,1149,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,GrimAge,1149,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,DunedinPoAm,1149,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,GrimAge,1995,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,PhenoAge,1995,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB172,Dietary Approaches to Stop Hypertenstion (DASH) score,Diet,Multiple_groups,Diet,Cardiovascular,,Other,DunedinPoAm,1995,Blood,white,Both,No,Framingham Heart Study (FHS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755029/
PUB174,Dexamethasone suppression,Dexamethasone suppression,Multiple_groups,MH,Medication,,Mental health,Horvath,92,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB174,Dexamethasone suppression,Dexamethasone suppression,Multiple_groups,MH,Medication,,Mental health,Hannum,92,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB174,Dexamethasone suppression,Dexamethasone suppression,Multiple_groups,MH,Medication,,Mental health,GrimAge,92,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB174,Hypersexual disorder,Hypersexual disorder,MH,,,,Mental health,Horvath,93,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB174,Hypersexual disorder,Hypersexual disorder,MH,,,,Mental health,Hannum,93,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB174,Hypersexual disorder,Hypersexual disorder,MH,,,,Mental health,GrimAge,93,Blood,Scandinavian descent - 70%,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0306453022001068?via%3Dihub
PUB175,Early ovarian ageing,Menopause,Obs_gynae,,,,Physical health,SkinBlood,107,Blood,,Female,No,Recruited,https://link.springer.com/article/10.1007/s10815-021-02326-7
PUB175,Early ovarian ageing,Menopause,Obs_gynae,,,,Physical health,PhenoAge,107,Blood,,Female,No,Recruited,https://link.springer.com/article/10.1007/s10815-021-02326-7
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,412,Buccal epithelium,Black,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,412,Buccal epithelium,Black,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,457,Blood,Black,Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,457,Blood,Black,Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,68,Blood,Black,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,68,Blood,Black,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,145,Buccal epithelium,hispanic,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,145,Buccal epithelium,hispanic,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,82,Blood,hispanic ethicity/Asian/multi-racial/other race,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,82,Blood,hispanic ethicity/Asian/multi-racial/other race,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,25,Buccal epithelium,hispanic ethnicity/other race,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,25,Buccal epithelium,hispanic ethnicity/other race,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,139,Buccal epithelium,white,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,139,Buccal epithelium,white,Both,No,Fragile Families and Child Wellbeing Study (FFCWS),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,322,Blood,white,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,322,Blood,white,Both,No,Project Viva,https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,661,Blood,white,Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Education (parental),Education,Socioeconomic,,,,Environment,Hannum,661,Blood,white,Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://academic.oup.com/ije/article/51/3/870/6371914
PUB177,Household income,SES,Socioeconomic,,,,Environment,Hannum,1016,Blood,"White (59.4), Black (40.6)",Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://academic.oup.com/ije/article/51/3/870/6371914
